t                    , id, n, n_cum
 6.25                ,  1, 0,     0
 6.291666666666666   ,  1, 0,     0
 6.333333333333333   ,  1, 0,     0
 6.375               ,  1, 0,     0
 6.416666666666666   ,  1, 0,     0
 6.458333333333333   ,  1, 0,     0
 6.5                 ,  1, 0,     0
 6.541666666666666   ,  1, 0,     0
 6.583333333333333   ,  1, 0,     0
 6.625               ,  1, 0,     0
 6.666666666666666   ,  1, 0,     0
 6.708333333333333   ,  1, 0,     0
 6.75                ,  1, 0,     0
 6.791666666666666   ,  1, 0,     0
 6.833333333333333   ,  1, 0,     0
 6.875               ,  1, 0,     0
 6.916666666666666   ,  1, 0,     0
 6.958333333333333   ,  1, 0,     0
 7                   ,  1, 0,     0
 7.041666666666666   ,  1, 0,     0
 7.083333333333333   ,  1, 0,     0
 7.125               ,  1, 0,     0
 7.166666666666666   ,  1, 0,     0
 7.208333333333333   ,  1, 0,     0
 7.25                ,  1, 0,     0
 7.291666666666666   ,  1, 0,     0
 7.333333333333333   ,  1, 0,     0
 7.375               ,  1, 0,     0
 7.416666666666666   ,  1, 0,     0
 7.458333333333333   ,  1, 0,     0
 7.5                 ,  1, 0,     0
 7.541666666666666   ,  1, 0,     0
 7.583333333333333   ,  1, 0,     0
 7.625               ,  1, 0,     0
 7.666666666666666   ,  1, 0,     0
 7.708333333333333   ,  1, 0,     0
 7.75                ,  1, 0,     0
 7.791666666666666   ,  1, 0,     0
 7.833333333333333   ,  1, 0,     0
 7.875               ,  1, 0,     0
 7.916666666666666   ,  1, 0,     0
 7.958333333333333   ,  1, 0,     0
 8                   ,  1, 0,     0
 8.041666666666666   ,  1, 0,     0
 8.083333333333332   ,  1, 0,     0
 8.125               ,  1, 0,     0
 8.166666666666666   ,  1, 0,     0
 8.208333333333332   ,  1, 0,     0
 8.25                ,  1, 0,     0
 8.291666666666666   ,  1, 0,     0
 8.333333333333332   ,  1, 0,     0
 8.375               ,  1, 0,     0
 8.416666666666666   ,  1, 0,     0
 8.458333333333332   ,  1, 0,     0
 8.5                 ,  1, 0,     0
 8.541666666666666   ,  1, 0,     0
 8.583333333333332   ,  1, 0,     0
 8.625               ,  1, 0,     0
 8.666666666666666   ,  1, 0,     0
 8.708333333333332   ,  1, 0,     0
 8.75                ,  1, 0,     0
 8.791666666666666   ,  1, 0,     0
 8.833333333333332   ,  1, 0,     0
 8.875               ,  1, 0,     0
 8.916666666666666   ,  1, 0,     0
 8.958333333333332   ,  1, 0,     0
 9                   ,  1, 0,     0
 9.041666666666666   ,  1, 0,     0
 9.083333333333332   ,  1, 0,     0
 9.125               ,  1, 0,     0
 9.166666666666666   ,  1, 0,     0
 9.208333333333332   ,  1, 0,     0
 9.25                ,  1, 0,     0
 9.291666666666666   ,  1, 0,     0
 9.333333333333332   ,  1, 0,     0
 9.375               ,  1, 0,     0
 9.416666666666666   ,  1, 0,     0
 9.458333333333332   ,  1, 0,     0
 9.5                 ,  1, 0,     0
 9.541666666666666   ,  1, 0,     0
 9.583333333333332   ,  1, 0,     0
 9.625               ,  1, 0,     0
 9.666666666666666   ,  1, 0,     0
 9.708333333333332   ,  1, 0,     0
 9.75                ,  1, 0,     0
 9.791666666666666   ,  1, 0,     0
 9.833333333333332   ,  1, 0,     0
 9.875               ,  1, 0,     0
 9.916666666666666   ,  1, 0,     0
 9.958333333333332   ,  1, 0,     0
10                   ,  1, 0,     0
10.041666666666666   ,  1, 0,     0
10.083333333333332   ,  1, 0,     0
10.125               ,  1, 0,     0
10.166666666666666   ,  1, 0,     0
10.208333333333332   ,  1, 0,     0
10.25                ,  1, 0,     0
10.291666666666666   ,  1, 0,     0
10.333333333333332   ,  1, 0,     0
10.375               ,  1, 0,     0
10.416666666666666   ,  1, 0,     0
10.458333333333332   ,  1, 0,     0
10.5                 ,  1, 0,     0
10.541666666666666   ,  1, 0,     0
10.583333333333332   ,  1, 0,     0
10.625               ,  1, 0,     0
10.666666666666666   ,  1, 0,     0
10.708333333333332   ,  1, 0,     0
10.75                ,  1, 0,     0
10.791666666666666   ,  1, 0,     0
10.833333333333332   ,  1, 0,     0
10.875               ,  1, 0,     0
10.916666666666666   ,  1, 0,     0
10.958333333333332   ,  1, 0,     0
11                   ,  1, 0,     0
11.041666666666666   ,  1, 0,     0
11.083333333333332   ,  1, 0,     0
11.125               ,  1, 0,     0
11.166666666666666   ,  1, 0,     0
11.208333333333332   ,  1, 0,     0
11.25                ,  1, 0,     0
11.291666666666666   ,  1, 0,     0
11.333333333333332   ,  1, 0,     0
11.375               ,  1, 0,     0
11.416666666666666   ,  1, 0,     0
11.458333333333332   ,  1, 0,     0
11.5                 ,  1, 0,     0
11.541666666666666   ,  1, 0,     0
11.583333333333332   ,  1, 0,     0
11.625               ,  1, 0,     0
11.666666666666666   ,  1, 0,     0
11.708333333333332   ,  1, 0,     0
11.75                ,  1, 0,     0
11.791666666666666   ,  1, 0,     0
11.833333333333332   ,  1, 0,     0
11.875               ,  1, 0,     0
11.916666666666666   ,  1, 0,     0
11.958333333333332   ,  1, 0,     0
12                   ,  1, 0,     0
12.041666666666666   ,  1, 0,     0
12.083333333333332   ,  1, 0,     0
12.125               ,  1, 0,     0
12.166666666666666   ,  1, 0,     0
12.208333333333332   ,  1, 0,     0
12.25                ,  1, 0,     0
12.291666666666666   ,  1, 0,     0
12.333333333333332   ,  1, 0,     0
12.375               ,  1, 0,     0
12.416666666666666   ,  1, 0,     0
12.458333333333332   ,  1, 0,     0
12.5                 ,  1, 0,     0
12.541666666666666   ,  1, 0,     0
12.583333333333332   ,  1, 0,     0
12.625               ,  1, 0,     0
12.666666666666666   ,  1, 0,     0
12.708333333333332   ,  1, 0,     0
12.75                ,  1, 0,     0
12.791666666666666   ,  1, 0,     0
12.833333333333332   ,  1, 0,     0
12.875               ,  1, 0,     0
12.916666666666666   ,  1, 0,     0
12.958333333333332   ,  1, 0,     0
13                   ,  1, 0,     0
13.041666666666666   ,  1, 0,     0
13.083333333333332   ,  1, 0,     0
13.125               ,  1, 0,     0
13.166666666666666   ,  1, 0,     0
13.208333333333332   ,  1, 0,     0
13.25                ,  1, 0,     0
13.291666666666666   ,  1, 0,     0
13.333333333333332   ,  1, 0,     0
13.375               ,  1, 0,     0
13.416666666666666   ,  1, 0,     0
13.458333333333332   ,  1, 0,     0
13.5                 ,  1, 0,     0
13.541666666666666   ,  1, 0,     0
13.583333333333332   ,  1, 0,     0
13.625               ,  1, 0,     0
13.666666666666666   ,  1, 0,     0
13.708333333333332   ,  1, 0,     0
13.75                ,  1, 0,     0
13.791666666666666   ,  1, 0,     0
13.833333333333332   ,  1, 0,     0
13.875               ,  1, 0,     0
13.916666666666666   ,  1, 0,     0
13.958333333333332   ,  1, 0,     0
14                   ,  1, 0,     0
14.041666666666666   ,  1, 0,     0
14.083333333333332   ,  1, 0,     0
14.125               ,  1, 0,     0
14.166666666666666   ,  1, 0,     0
14.208333333333332   ,  1, 0,     0
14.25                ,  1, 0,     0
14.291666666666666   ,  1, 0,     0
14.333333333333332   ,  1, 0,     0
14.375               ,  1, 0,     0
14.416666666666666   ,  1, 0,     0
14.458333333333332   ,  1, 0,     0
14.5                 ,  1, 0,     0
14.541666666666666   ,  1, 0,     0
14.583333333333332   ,  1, 0,     0
14.625               ,  1, 0,     0
14.666666666666666   ,  1, 0,     0
14.708333333333332   ,  1, 0,     0
14.75                ,  1, 0,     0
14.791666666666666   ,  1, 0,     0
14.833333333333332   ,  1, 0,     0
14.875               ,  1, 0,     0
14.916666666666666   ,  1, 0,     0
14.958333333333332   ,  1, 0,     0
15                   ,  1, 0,     0
15.041666666666666   ,  1, 0,     0
15.083333333333332   ,  1, 0,     0
15.125               ,  1, 0,     0
15.166666666666666   ,  1, 0,     0
15.208333333333332   ,  1, 0,     0
15.25                ,  1, 0,     0
15.291666666666666   ,  1, 0,     0
15.333333333333332   ,  1, 0,     0
15.375               ,  1, 0,     0
15.416666666666666   ,  1, 0,     0
15.458333333333332   ,  1, 0,     0
15.5                 ,  1, 0,     0
15.541666666666666   ,  1, 0,     0
15.583333333333332   ,  1, 0,     0
15.625               ,  1, 0,     0
15.666666666666666   ,  1, 0,     0
15.708333333333332   ,  1, 0,     0
15.75                ,  1, 0,     0
15.791666666666666   ,  1, 0,     0
15.833333333333332   ,  1, 0,     0
15.875               ,  1, 0,     0
15.916666666666666   ,  1, 0,     0
15.958333333333332   ,  1, 0,     0
16                   ,  1, 0,     0
16.041666666666664   ,  1, 0,     0
16.083333333333332   ,  1, 0,     0
16.125               ,  1, 0,     0
16.166666666666664   ,  1, 0,     0
16.208333333333332   ,  1, 0,     0
16.25                ,  1, 0,     0
16.291666666666664   ,  1, 0,     0
16.333333333333332   ,  1, 0,     0
16.375               ,  1, 0,     0
